自訂,口罩販售時間是每天下午兩點跟晚上六點,rMhBbyrRZPVbJU5vyDspTSAMe2X2,5931044713,2020-03-12 17:41:46.442508+00
號碼牌已發送完畢,"",frrUnctvO6Q3rJNuoyRoI8NEKLS2,5932099909,2020-03-13 00:42:00.125194+00
號碼牌已發送完畢,"",frrUnctvO6Q3rJNuoyRoI8NEKLS2,5932099614,2020-03-13 00:42:22.581845+00
當天已售完,"",TQrIGDlF1AYDi7jhSLpJbsMVfIB2,5932050215,2020-03-13 01:57:24.97367+00
自訂,口罩販售時間：一～日，下午兩點及晚上六點，現場發號碼牌跟購買，領到號碼牌離開視同棄權。,rMhBbyrRZPVbJU5vyDspTSAMe2X2,5931044713,2020-03-13 03:26:08.031163+00
當天已售完,"",nnMWe4nFYbX3daN5mszW5bNMDjJ2,5932109955,2020-03-13 04:28:08.408695+00
當天已售完,"",RzX7VBAGJAhAGczPbefJlxN3tfs1,5907360137,2020-03-13 06:05:44.182248+00
當天已售完,"",RzX7VBAGJAhAGczPbefJlxN3tfs1,5902080036,2020-03-13 06:17:33.4306+00
當天已售完,"",zpoHj8aFzgUd0BanST0A4s2PqXw1,5901150235,2020-03-13 07:22:50.932666+00
當天已售完,"",RzX7VBAGJAhAGczPbefJlxN3tfs1,5902080036,2020-03-13 07:29:18.529243+00
當天已售完,"",RzX7VBAGJAhAGczPbefJlxN3tfs1,5902080036,2020-03-13 07:29:24.99284+00
號碼牌已發送完畢,"",BrO13OInf3UWI3heuOUTF06D0sg2,5932084113,2020-03-13 07:33:23.731415+00
當天已售完,"",zgVISfkxJXMcvsKn4kiKBoO9sKG2,5907360379,2020-03-13 08:13:07.153063+00
當天已售完,"",zgVISfkxJXMcvsKn4kiKBoO9sKG2,5907360379,2020-03-13 08:13:33.724102+00
當天已售完,"",hUKWWCDoBDetySzuPWZwTkrIzsn1,5903200318,2020-03-13 08:35:45.824293+00
當天已售完,"",hUKWWCDoBDetySzuPWZwTkrIzsn1,5903200596,2020-03-13 08:45:45.111372+00
號碼牌已發送完畢,"",N8YtK2rk75dJb4X4VmJyhTRtx4a2,5931101651,2020-03-13 08:52:57.049573+00
當天已售完,"",9jRORNFvwtfvsRR44l3NEZgX0gu1,5943010076,2020-03-13 08:55:52.879978+00
當天已售完,"",iy215xZclhf0LxoF5sBIDQgAGPh2,5931111568,2020-03-13 09:03:42.195977+00
當天已售完,"",eltfa7jlXMSkMde2LMYa4I4UiN52,5939041732,2020-03-13 09:16:22.231477+00
當天已售完,"",N8YtK2rk75dJb4X4VmJyhTRtx4a2,5931101651,2020-03-13 09:20:47.379762+00
發放號碼牌,"",2RmzBszBBaROv2t57ngbIa49Pum1,5907380291,2020-03-13 09:22:43.828897+00
發放號碼牌,"",2RmzBszBBaROv2t57ngbIa49Pum1,5907380175,2020-03-13 09:24:42.130612+00
發放號碼牌,"",2RmzBszBBaROv2t57ngbIa49Pum1,5907380175,2020-03-13 09:25:03.885184+00
自訂,成人已售完,ca9ncl7eBKfoeUS5agggLU9Df3B2,5905330337,2020-03-13 09:39:50.932511+00
自訂,剩餘數量與系統不符,4PZNaDVmEiZaJolCsupWLgw1X8O2,5936209796,2020-03-13 09:50:04.325381+00
當天已售完,"",i3XJNMcRVrXzoFowHbtOofJeulW2,5911060015,2020-03-13 10:09:59.401048+00
當天已售完,"",1x3W3uTquXg5qXliFSVqUj7Dqxu1,5921012683,2020-03-13 10:14:42.030386+00
當天已售完,"",1x3W3uTquXg5qXliFSVqUj7Dqxu1,5905320608,2020-03-13 10:14:58.294375+00
當天已售完,"",1x3W3uTquXg5qXliFSVqUj7Dqxu1,5905320635,2020-03-13 10:19:25.746311+00
當天已售完,"",CgRbuU0crBPKC7svsyMzVfOxdMZ2,5901184473,2020-03-13 10:23:57.299639+00
當天已售完,"",F7dLftafLDbnNS8dkz0DXXdc6Q63,5902057733,2020-03-13 10:29:55.297698+00
當天已售完,"",RZvNwNyyANToNBVFM5gvULdBKnq2,5902057920,2020-03-13 10:31:27.504172+00
當天已售完,"",RZvNwNyyANToNBVFM5gvULdBKnq2,5902057144,2020-03-13 10:31:51.827392+00
當天已售完,"",feo2xM0jRvPNtzOEDBHKXuRNPnm1,5905320582,2020-03-13 10:44:55.24937+00
號碼牌已發送完畢,"",JkNNmW10USUADBOigmVhp0w5eaG3,5937021689,2020-03-13 11:34:29.32952+00
當天已售完,"",T5xs1m2i17hDdFNk7iWEKMGA8pu1,5907350079,2020-03-13 11:41:46.029261+00
當天已售完,"",v5xqgNWIB7M8Z9nXull6NIK0U9B3,5903290885,2020-03-13 11:47:14.547557+00
自訂,大人口罩已售完,ca9ncl7eBKfoeUS5agggLU9Df3B2,5921020210,2020-03-13 11:50:12.431317+00
當天已售完,"",YSk44c4X7CWgOm9kezi2GywMUfp1,5905370340,2020-03-13 11:54:30.472748+00
當天已售完,"",kIVrDptIApVPHdFLRvKuH4MQZ7n2,5901160400,2020-03-13 11:54:46.330625+00
當天已售完,"",YSk44c4X7CWgOm9kezi2GywMUfp1,5905370233,2020-03-13 11:55:38.048276+00
當天已售完,"",YSk44c4X7CWgOm9kezi2GywMUfp1,5921060321,2020-03-13 11:56:09.531631+00
當天已售完,"",QTXzRvonMGcNgslQoy0hW6mgGlA3,5903240205,2020-03-13 11:57:18.429511+00
發放號碼牌,"",hcNQgoAXgxbi1d2bEJ9gNKwwSjF3,5907360520,2020-03-13 12:09:25.690259+00
當天已售完,"",Dy73JiiqC5OSqNF1pp7u6hQZaRu1,5903190077,2020-03-13 12:14:19.231148+00
當天已售完,"",8WmSWgjPVoQ5AeqIUZz6p6lx1hj1,5917020211,2020-03-13 12:16:07.928455+00
當天已售完,"",iPz0AE7Dw8ZvUC9aIVhpoD7m0S13,5901121850,2020-03-13 12:17:46.14955+00
當天已售完,"",51kilnPVbnQVcLEGQ8uVttgBHnD3,5905350133,2020-03-13 12:22:28.327558+00
當天已售完,"",M4dZKJBRvtM8MKEwzq3DGjTq2vL2,593202B296,2020-03-13 12:55:22.989763+00
發放號碼牌,"",Fq5w44HzEGeHw1THuCPehKQ0Fqz2,5931010977,2020-03-13 14:28:25.738279+00
號碼牌已發送完畢,"",Fq5w44HzEGeHw1THuCPehKQ0Fqz2,5931010977,2020-03-13 14:28:32.649038+00
發放號碼牌,"",Fq5w44HzEGeHw1THuCPehKQ0Fqz2,5931014537,2020-03-13 14:29:07.571137+00
當天已售完,"",ePkl7ZYcZEMyss39XWo7g454gjC2,5942011275,2020-03-13 15:26:43.819195+00
當天已售完,"",qwfZxmtm7qfLjtHCfXgiI4foH1r2,5903190488,2020-03-13 15:51:19.476148+00
