自訂,還沒開始就0口罩,Polb6tbJaxUBooB9wSMdKbvy0DK2,5990010542,2020-03-20 00:27:20.833155+00
當天已售完,"",oHvxtLxXbdXPsUN0bLIFydCfT2G2,5911031318,2020-03-20 01:22:33.027076+00
發放號碼牌,"",RU5x2nf8oMZgKBr1YB2pTxeZKN02,5912051403,2020-03-20 01:24:27.772331+00
自訂,早就沒了 假資料,Polb6tbJaxUBooB9wSMdKbvy0DK2,5990010533,2020-03-20 01:36:34.104607+00
當天已售完,"",oHvxtLxXbdXPsUN0bLIFydCfT2G2,5911031274,2020-03-20 01:45:20.760277+00
自訂,10：30開始,Polb6tbJaxUBooB9wSMdKbvy0DK2,5990010542,2020-03-20 01:50:27.417409+00
發放號碼牌,"",CPu7SYosQ4MbdzHjAsu5DpTq9sD2,5901013380,2020-03-20 01:58:04.570525+00
當天已售完,"",yjLzoIk2a5gvVme0OB7fbS7jPKn2,5907330031,2020-03-20 02:09:04.55923+00
發放號碼牌,"",tw7WtnBOkgfnhVAGXQieQVpRCYf1,5901190042,2020-03-20 02:13:54.325043+00
自訂,上午9點和下午3點賣口罩,tw7WtnBOkgfnhVAGXQieQVpRCYf1,5901190042,2020-03-20 02:14:34.513469+00
當天已售完,"",GvD4D6kN1mboa5UeFvCGPCY7wev2,5937012715,2020-03-20 02:14:50.32492+00
自訂,地點座標錯誤（藥局位子在西藏路與萬大路口）,tw7WtnBOkgfnhVAGXQieQVpRCYf1,5901190042,2020-03-20 02:15:17.232366+00
自訂,10：30~12，15：30~18,Polb6tbJaxUBooB9wSMdKbvy0DK2,5990010542,2020-03-20 02:16:55.237032+00
當天已售完,"",KtwHdPe0pNZYfQgdb9ZNzHoMizO2,5903090125,2020-03-20 03:17:53.136267+00
當天已售完,"",v041vbYguHflxgbtY7eIG3tdwe73,5901170059,2020-03-20 03:18:41.909412+00
號碼牌已發送完畢,"",v041vbYguHflxgbtY7eIG3tdwe73,5901173201,2020-03-20 03:20:04.138905+00
發放號碼牌,"",6oB1tz9EIRcQR4F4NMCECMW5ZsF3,2331170017,2020-03-20 03:37:17.359694+00
號碼牌已發送完畢,"",6oB1tz9EIRcQR4F4NMCECMW5ZsF3,2331170017,2020-03-20 03:37:26.928369+00
當天已售完,"",6oB1tz9EIRcQR4F4NMCECMW5ZsF3,2331170017,2020-03-20 03:37:31.77404+00
當天已售完,"",LVl2A2BvFjVdZ0CcukhGWIZ0KCv2,5912010206,2020-03-20 03:45:06.425458+00
當天已售完,"",mE9ITsp5quMwNSQGafJgGcPsRWn1,5902050636,2020-03-20 03:50:32.524241+00
當天已售完,"",TW3tbho0DhfRj4D8Vyz4JRp4muy1,5907320295,2020-03-20 03:52:32.02377+00
自訂,成人已售完,mE9ITsp5quMwNSQGafJgGcPsRWn1,5902050636,2020-03-20 03:52:47.216285+00
當天已售完,"",BEQTFsOwV4URqcslaQPGxTHhbJF2,5912013412,2020-03-20 04:04:42.752475+00
當天已售完,"",Z1xUthtL5PWFj7jAQ5Wi1fpV1E93,5934021409,2020-03-20 04:12:34.218739+00
號碼牌已發送完畢,"",7OGPYvwGseNpfuzgZQ79OGtWijb2,5936010324,2020-03-20 04:56:47.082765+00
當天已售完,"",8GYTB2DE8RbQZCcTq1yWn46XSmN2,5912012666,2020-03-20 05:09:31.037284+00
當天已售完,"",uPFIz29WLmZTz7JHgRj03AUDCep1,5901024918,2020-03-20 05:29:42.888629+00
號碼牌已發送完畢,"",VgMJkfkLWNVlLrGIYKAHfqUErN42,5932100989,2020-03-20 05:55:26.783345+00
當天已售完,"",roVPhsh1X7RM2R7ONCPds3mBTlA2,5921061720,2020-03-20 06:24:48.133281+00
當天已售完,"",Ies9U3MqRFQv0owhpN4XFLaZ2uA2,5903270829,2020-03-20 07:15:17.731602+00
當天已售完,"",DQRNAmvFOFPshT8Dt1msVq42KQP2,5911041967,2020-03-20 07:16:43.187257+00
當天已售完,"",DQRNAmvFOFPshT8Dt1msVq42KQP2,5911041403,2020-03-20 07:17:37.996593+00
發放號碼牌,"",PtrDD3qhhdaKuXkBHWj6OuQUD7F3,5934022068,2020-03-20 07:31:49.032268+00
當天已售完,"",SE8LZOWweJgAdyrouwXb7VXrbjM2,5932023174,2020-03-20 07:50:20.039306+00
當天已售完,"",VKoJnz8nKqZO8EC8QZL1P8RN8uy1,5903271086,2020-03-20 07:57:41.629677+00
發放號碼牌,"",DQRNAmvFOFPshT8Dt1msVq42KQP2,5911041350,2020-03-20 08:02:18.261024+00
當天已售完,"",HHidVuT6khQDJP5UnGvA1d7GfAB2,5903200514,2020-03-20 08:04:22.929975+00
當天已售完,"",DQRNAmvFOFPshT8Dt1msVq42KQP2,5911041949,2020-03-20 08:04:51.885227+00
當天已售完,"",ROk0sfbtmYMbBuIYxc6ItOjrb533,5938022135,2020-03-20 08:11:14.530988+00
當天已售完,"",CNxWALT6q8TnQZUWVV65Joe5GUE2,5902057144,2020-03-20 08:13:49.776451+00
