發放號碼牌,"",EYGQgtmG1CeHL4bkHr1yBkfzzKy1,5901173836,2020-03-12 01:39:03.926616+00
當天已售完,"",dTWF2JYmqeRdKCyWC5DYopusBzu1,5931068624,2020-03-12 02:26:04.637214+00
號碼牌已發送完畢,"",wyq2CEYMCzNmL64yYZZHctTXZ6I3,5901090323,2020-03-12 02:29:58.478094+00
當天已售完,"",wyq2CEYMCzNmL64yYZZHctTXZ6I3,5901090154,2020-03-12 02:30:09.336763+00
當天已售完,"",B9tqEesfYieAFEqDymkTVehF6sz1,5912010313,2020-03-12 02:40:50.892162+00
當天已售完,"",krTZMziehRhiSGGYlb0y3XuQP3i2,5936030077,2020-03-12 03:00:27.139895+00
當天已售完,"",krTZMziehRhiSGGYlb0y3XuQP3i2,5936031583,2020-03-12 03:00:35.334616+00
號碼牌已發送完畢,"",lTBYLcgjYmZpZ2JuPlpSLGQR6do1,5931033023,2020-03-12 03:09:08.033253+00
號碼牌已發送完畢,"",lTBYLcgjYmZpZ2JuPlpSLGQR6do1,5931033103,2020-03-12 03:09:20.913412+00
號碼牌已發送完畢,"",AyeP59ofFrgz1EpiooSxfRHoz3q1,5907350364,2020-03-12 03:17:17.633236+00
發放號碼牌,"",xNPRpC8sgGgRUEBKnmxeb76cws42,5945013128,2020-03-12 03:38:37.137843+00
自訂,成人口罩已發放完畢,aH3XoYHu2uQ5sEPlW8ZkuPdEo852,5932052595,2020-03-12 03:47:55.005702+00
當天已售完,"",aH3XoYHu2uQ5sEPlW8ZkuPdEo852,5932051427,2020-03-12 03:52:38.409558+00
當天已售完,"",FIhHsqmhPlRp7KNawIUN1AVe2gy1,5931160132,2020-03-12 05:07:23.191295+00
當天已售完,"",FIhHsqmhPlRp7KNawIUN1AVe2gy1,5931161433,2020-03-12 05:07:32.638578+00
當天已售完,"",jJ8z1c3qA9gm4xzqDc9dzBuDUJ13,5936010324,2020-03-12 05:14:18.027236+00
發放號碼牌,"",Ge7YXZLoO0eA2BE1X1HEkGGwC5r2,5941051417,2020-03-12 05:17:15.338656+00
當天已售完,"",Iw1yh1mTK3PWUjEhz5fJjiX7xE33,593106A762,2020-03-12 05:29:23.248596+00
當天已售完,"",qzjsPmUDo9b12CljqCnJzzdzPMl2,5931052251,2020-03-12 05:42:15.397079+00
當天已售完,"",qzjsPmUDo9b12CljqCnJzzdzPMl2,5931053089,2020-03-12 05:42:47.831142+00
當天已售完,"",qzjsPmUDo9b12CljqCnJzzdzPMl2,5931052313,2020-03-12 05:43:33.133626+00
發放號碼牌,"",Tf5bjGSivTUIlv4qnns0xsXuvnB3,5932013016,2020-03-12 05:55:22.539933+00
當天已售完,"",fdMg4qzZeXRTFdJ92PBrEq4ocwV2,5901024838,2020-03-12 06:02:14.042945+00
當天已售完,"",Fkcb7NnukUMD7FAY6B0e22F4fCI3,5912010322,2020-03-12 06:02:27.935336+00
號碼牌已發送完畢,"",ELHGWZh7Whav30yM8tyGF5YRfDk2,2331210016,2020-03-12 06:05:11.836536+00
當天已售完,"",ELHGWZh7Whav30yM8tyGF5YRfDk2,2331210016,2020-03-12 06:05:17.193382+00
自訂,為什麼網站上還顯示有600個,ELHGWZh7Whav30yM8tyGF5YRfDk2,2331210016,2020-03-12 06:06:18.336053+00
自訂,目前現場仍在發放中，數量卻顯示0,tgd8lvs1QjhXE7hqDiq401SSQlg2,5901023653,2020-03-12 06:12:27.352366+00
當天已售完,"",CnZbd3sQ53QnnjLN891YHlUdYTc2,5901012516,2020-03-12 07:26:38.618741+00
當天已售完,"",wQFtgRVmFDagknNrB0eawgWimB23,5901190079,2020-03-12 07:28:13.064452+00
發放號碼牌,"",mmdzR2HSzhYev8027tsestwANIG3,5903010270,2020-03-12 07:29:41.132179+00
當天已售完,"",4tQnutgiMgUjdiG6lb4X6wBc2Sh2,5901103325,2020-03-12 07:46:15.024457+00
當天已售完,"",4tQnutgiMgUjdiG6lb4X6wBc2Sh2,5901102015,2020-03-12 07:46:33.026695+00
當天已售完,"",4tQnutgiMgUjdiG6lb4X6wBc2Sh2,5901103423,2020-03-12 07:47:15.903204+00
發放號碼牌,"",4tQnutgiMgUjdiG6lb4X6wBc2Sh2,5901103423,2020-03-12 07:47:24.214546+00
發放號碼牌,"",aw69EBbiU6Nars43MC7nsmh2RU92,5907060187,2020-03-12 08:09:00.324068+00
自訂,晚上7點發號碼牌,aw69EBbiU6Nars43MC7nsmh2RU92,5907060187,2020-03-12 08:11:00.564394+00
當天已售完,"",5foszpGhy3gCIhgkRCc5VlqcCrW2,5931090180,2020-03-12 08:14:52.927569+00
當天已售完,"",JSnHPxZYzcSKpQlXdohqb9XvmR33,593106A299,2020-03-12 08:31:04.524361+00
當天已售完,"",nD6tPbYtdkT5YDoM0Sl8ToyVwLd2,5932011058,2020-03-12 08:40:19.326363+00
當天已售完,"",aC3jI26BcDbI3m4HWBOeGDX2eVk1,5932043087,2020-03-12 08:47:10.22636+00
當天已售完,"",aC3jI26BcDbI3m4HWBOeGDX2eVk1,5932043087,2020-03-12 08:50:14.827928+00
當天已售完,"",m0DYgH37JmM4vCh5KuabvbHr8gJ3,5931091427,2020-03-12 09:00:19.095576+00
當天已售完,"",7RaVXlVyfVZjgmOewT9TLTmWuaP2,5932021358,2020-03-12 09:10:10.18199+00
當天已售完,"",7RaVXlVyfVZjgmOewT9TLTmWuaP2,5932022355,2020-03-12 09:10:21.527629+00
當天已售完,"",6p8jNuBpKMcLsSQf5Xj24XMUUiu1,5937052184,2020-03-12 09:18:39.029849+00
號碼牌已發送完畢,"",W4fYuivwv9ZUYxJmvmlhYwiu1nD2,593106A477,2020-03-12 09:27:18.533182+00
當天已售完,"",vyHztQw9TXNjAfJ89YZnaevvuGA2,5932013963,2020-03-12 09:31:35.994629+00
當天已售完,"",vyHztQw9TXNjAfJ89YZnaevvuGA2,5932013712,2020-03-12 09:31:47.269779+00
當天已售完,"",2kwtN7tc8PVLzeEt7de3pP6iKMB3,5932023110,2020-03-12 09:51:27.51241+00
當天已售完,"",8ly1btub37ZOOO7pLmJT50vK6ah1,5907010829,2020-03-12 09:58:00.829386+00
當天已售完,"",Ni8hd8iSMFP71XTL6mZB6bj6Slg1,5912041952,2020-03-12 10:20:43.929625+00
當天已售完,"",A0AzPA1XZZdzX8woOuQBPnWE6j72,5903200541,2020-03-12 10:23:59.241716+00
當天已售完,"",TktAR6uFknQixtKNBOqhyyK2RSG2,5901152471,2020-03-12 10:28:56.425642+00
當天已售完,"",km183waftPZ4P5rVLNDZuLSirdj1,5901121958,2020-03-12 10:42:30.687142+00
自訂,大人已售完,38MOoMAQISa8nhYookdIowa0XMv2,5903270301,2020-03-12 11:01:14.322658+00
發放號碼牌,"",tTRh8gz06lNIsHuXQWHDL4rcn4m1,5931040297,2020-03-12 11:30:39.526032+00
當天已售完,"",cGWEL3ELPJSOOT6OBCp0tiiH6mi2,5903230156,2020-03-12 11:35:20.473396+00
當天已售完,"",jJ8z1c3qA9gm4xzqDc9dzBuDUJ13,5903010485,2020-03-12 11:55:38.027638+00
號碼牌已發送完畢,"",hJKfa3LiQ1dP2X5BvqPsmyXKFkg2,5931016371,2020-03-12 12:00:55.828658+00
當天已售完,"",2kJAcGyc9ASE9M0KGsehWZYmPAA3,5903200541,2020-03-12 12:07:59.227781+00
當天已售完,"",ls948p9hJ3MYxfSaO7V8w8sMGKi1,5907090069,2020-03-12 12:24:26.331298+00
當天已售完,"",ls948p9hJ3MYxfSaO7V8w8sMGKi1,5907090087,2020-03-12 12:24:52.129357+00
當天已售完,"",ls948p9hJ3MYxfSaO7V8w8sMGKi1,5907090069,2020-03-12 12:25:03.950057+00
當天已售完,"",VF3rMUKUcMOXiHwfCMjF2wJX0bx1,593201A640,2020-03-12 12:35:07.126164+00
當天已售完,"",VF3rMUKUcMOXiHwfCMjF2wJX0bx1,5932013963,2020-03-12 12:35:17.952959+00
自訂,上午九時開始販售,VF3rMUKUcMOXiHwfCMjF2wJX0bx1,5932013963,2020-03-12 12:35:39.129801+00
當天已售完,"",2GJilLk2llOdm7651TgV2jTaolh1,593106A717,2020-03-12 12:35:48.827539+00
自訂,成人已售完,VF3rMUKUcMOXiHwfCMjF2wJX0bx1,5932013918,2020-03-12 12:36:15.440301+00
發放號碼牌,"",2GJilLk2llOdm7651TgV2jTaolh1,593106A717,2020-03-12 12:39:55.629556+00
當天已售完,"",2GJilLk2llOdm7651TgV2jTaolh1,593106A717,2020-03-12 12:40:06.32451+00
自訂,成人口罩售完,2GJilLk2llOdm7651TgV2jTaolh1,593106A717,2020-03-12 12:40:29.831531+00
當天已售完,"",LzEsNG2oetTDhAgmTE8ufHiwYng2,593106A717,2020-03-12 13:04:14.260335+00
當天已售完,"",LzEsNG2oetTDhAgmTE8ufHiwYng2,5931069765,2020-03-12 13:04:52.929566+00
當天已售完,"",E24FZiIMw3Vko5fyKlhj7RmSWgp2,5907050010,2020-03-12 13:35:36.060066+00
當天已售完,"",neXKHzrDjigM5YsFnBc9DRS8Suk1,5901023886,2020-03-12 13:43:51.827569+00
當天已售完,"",CLwjtWhwK0borVYa8FiRlNisXNj1,5932013687,2020-03-12 14:00:25.726069+00
