自訂,系統故障,VifxOibwu2QPgB5KaTaWvdnyVpj2,593106A717,2020-03-11 14:07:29.028523+00
自訂,您好：我們每日上午8:30開始販售防疫口罩,8Pr1VQTdMIhRT30QHbAuuzuLI7B2,5931069774,2020-03-11 13:42:40.786164+00
自訂,10：00～18：00,dqk8iBfp4EYyx5kq5dtltP3zQe93,5934022022,2020-03-11 10:24:52.807496+00
自訂,早上09：00～12：00,dqk8iBfp4EYyx5kq5dtltP3zQe93,5934021534,2020-03-11 10:24:40.598906+00
自訂,打烊,dqk8iBfp4EYyx5kq5dtltP3zQe93,5934021794,2020-03-11 10:24:22.662973+00
自訂,請問還有成人口罩嗎,OFG4YFf5dkZQR7kbYr6NXWaUK7J2,5931171751,2020-03-11 10:08:40.831716+00
自訂,下午2:00,262C70XMXZWtpw1zL8axBjtQo6E3,5931017314,2020-03-11 06:03:02.492146+00
自訂,14:00開賣,b0E3JFM1awZjWvKWOukQ5LEv9iF3,5901100664,2020-03-11 05:49:24.837707+00
自訂,我想訂一盒成人的可以嗎,jLuQmiiGVDYWJSfJ4VCpf0mrZTm1,5907150220,2020-03-11 00:26:26.142386+00
當天已售完,"",LxgCgvJ2HwQCKbvxelwyPPuGju13,5931072431,2020-03-11 13:34:50.830722+00
當天已售完,"",15EqCwI6x9RSeBaQOWA2Y6yYVun2,5907310217,2020-03-11 12:37:52.700199+00
當天已售完,"",cArPtCzJzfNzVKIziVslK7s4Szl2,5912042762,2020-03-11 12:17:50.629435+00
當天已售完,"",cArPtCzJzfNzVKIziVslK7s4Szl2,5912041952,2020-03-11 12:08:02.154021+00
當天已售完,"",A0AzPA1XZZdzX8woOuQBPnWE6j72,5903200541,2020-03-11 11:51:03.032691+00
當天已售完,"",zX8fAPkj9VZWtr4TYjEY4zaZnKy2,5936090224,2020-03-11 11:45:21.329087+00
當天已售完,"",BxH37UqnIeOVWU8Xkbcq8wqriNI3,5903250505,2020-03-11 11:27:42.029002+00
當天已售完,"",gbtTMZtFvTfQRaTDTxxCU1ZUYFR2,5932077234,2020-03-11 10:40:48.838642+00
當天已售完,"",BltxmlxupSajycDEVYRvu2rTe6Y2,5942013699,2020-03-11 10:38:47.989139+00
當天已售完,"",eo1bGLvZOhfSpTpoZCLkJFXTOwp1,5931081412,2020-03-11 10:30:36.826048+00
當天已售完,"",WV3zHi2ORrQpJQKt3Kg6teqAjMu2,5931024677,2020-03-11 10:00:30.822821+00
當天已售完,"",gyTiTabfGGfcMlFliFicLEGfPwo2,5932100612,2020-03-11 09:49:27.550141+00
當天已售完,"",gyTiTabfGGfcMlFliFicLEGfPwo2,5932100836,2020-03-11 09:49:09.120355+00
當天已售完,"",ilXxQvpkqCfBbnPsvyU1Af98ZLo1,5932124354,2020-03-11 09:01:02.10454+00
當天已售完,"",rOLyXBHvd4ZFLvHLstlKUXnRJlm2,5931112645,2020-03-11 07:37:53.970061+00
當天已售完,"",7D4gi3rNsJhOhP7yYnCXE8ijmvE2,5911020057,2020-03-11 07:05:11.378171+00
當天已售完,"",Zfq2GTmLZdUfswKwuqDWmICe5RG3,5933051672,2020-03-11 07:04:21.518983+00
當天已售完,"",83Ck0sMjmbNKVaazYYuALBPlchp1,5931142116,2020-03-11 05:01:59.418475+00
當天已售完,"",rnA6gilM4nPGfXk3T0yRCiDUSx22,5901100735,2020-03-11 04:09:19.438932+00
當天已售完,"",gjHKRThTbXfeSvPAsdVtIy4y55D2,5907360440,2020-03-11 03:47:43.47883+00
當天已售完,"",NbpWdDWDdHTewWmOXfMuqO7tqU03,5901152122,2020-03-11 02:45:55.829851+00
當天已售完,"",3Y0120RUsdcaVsNvqbkvuzJq4aU2,2331180013,2020-03-11 02:22:25.724422+00
號碼牌已發送完畢,"",gyTiTabfGGfcMlFliFicLEGfPwo2,5932100612,2020-03-11 09:48:28.183505+00
號碼牌已發送完畢,"",FIhHsqmhPlRp7KNawIUN1AVe2gy1,5931161282,2020-03-11 04:49:08.618497+00
號碼牌已發送完畢,"",FIhHsqmhPlRp7KNawIUN1AVe2gy1,5931160132,2020-03-11 04:37:25.417383+00
號碼牌已發送完畢,"",SMIFf8QvnteAc2vJi8725Cetszt1,5931033103,2020-03-11 02:51:38.320829+00
號碼牌已發送完畢,"",AlBQ0jLuX0e3iUFENakpPsSH1n03,5901012507,2020-03-11 02:25:08.303758+00
號碼牌已發送完畢,"",AlBQ0jLuX0e3iUFENakpPsSH1n03,5901102408,2020-03-11 01:43:51.92635+00
號碼牌已發送完畢,"",D57WLbX7qIYB92XmiqskCFGEJTG3,2101020019,2020-03-11 01:27:47.633836+00
發放號碼牌,"",I0NvOhBKsTVMLS5NnOXJFxIh6pA3,5931112896,2020-03-11 14:33:10.029291+00
發放號碼牌,"",CYOXru2Unnc5JxsUWLB6vkGv3Jk1,5931091892,2020-03-11 11:30:34.140808+00
發放號碼牌,"",tdzQW5h1mOPgyf7N3B9PlNwDf792,5943031771,2020-03-11 09:46:55.031047+00
發放號碼牌,"",FIhHsqmhPlRp7KNawIUN1AVe2gy1,5931160132,2020-03-11 04:37:21.417902+00
